task_id,client,project_id,client_tier,team,task_type,seniority,task_complexity_score,brief_quality_score,deadline_pressure,scope_change_flag,pricing_model,created_at,delivered_at,sla_days,sla_breach,hours_spent,billable_hours,ai_usage_pct,ai_assisted,revisions,errors,rework_hours,outcome_score,revenue,cost,profit,created_by,updated_at,task_status,workflow_stage,jira_ticket,legacy_ai_flag,content_version,actual_days,profit_margin,efficiency_ratio,rework_ratio,cost_per_hour,revenue_per_hour,total_effort,profit_per_hour,delivery_days_actual,delivery_speed,ai_usage_bin
T01750,Client_G,P058,mid,Design,report,mid,4,1.0,medium,0,hourly,2025-12-22,2025-12-27,5.0,0,11.61,5.99,0.17,False,5,1,0.0,51.15,647.03,738.67,-91.64,user_017,2025-12-26,review,qa,JIRA-34991,unknown,v1,5,-0.14163176359674204,0.5159345391903531,0.0,63.62360034453058,55.73040482342808,11.61,-7.8931955211024984,5,1.0,low
T01751,Client_C,P027,low,SEO,article,mid,3,5.0,low,0,fixed,2026-05-09,2026-05-15,7.0,0,9.33,6.69,0.05,False,3,0,0.72,83.89,757.58,703.83,53.75,user_100,2026-05-13,review,client_review,JIRA-43570,true,v2,6,0.07094960268222497,0.7170418006430869,0.07717041800643086,75.43729903536978,81.19828510182208,10.05,5.348258706467662,6,0.8571428571428571,low
T01752,Client_E,P028,low,Design,dev,mid,4,3.0,medium,0,fixed,2026-03-27,2026-03-31,2.0,1,13.81,10.51,0.58,True,6,0,0.0,81.3,1411.82,615.78,796.04,user_112,2026-03-30,review,qa,JIRA-12622,true,v2,4,0.5638395829496679,0.7610427226647356,0.0,44.58942795076032,102.23171614771904,13.81,57.642288196958724,4,2.0,medium_high
T01753,Client_H,P045,low,Content,article,mid,3,4.0,medium,0,fixed,2025-10-24,2025-10-28,3.0,1,8.65,4.52,0.43,True,7,2,2.82,56.4,1035.66,583.94,451.72,user_085,2025-10-28,review,finalized,JIRA-71837,true,v4,4,0.436166309406562,0.522543352601156,0.32601156069364157,67.50751445086705,119.72947976878613,11.47,39.38273757628596,4,1.3333333333333333,medium_high
T01754,Client_C,P063,high,Design,dev,junior,5,4.0,high,0,fixed,2026-01-15,2026-01-21,10.0,0,20.29,20.17,0.56,True,3,1,3.11,71.16,2128.39,860.91,1267.48,user_070,2026-01-17,in_progress,qa,JIRA-18890,unknown,v1,6,0.5955111610184224,0.9940857565303106,0.15327747658945293,42.430261212419914,104.89847215377033,23.4,54.16581196581197,6,0.6,medium_high
T01755,Client_E,P018,low,Design,article,senior,1,3.0,medium,0,hourly,2026-01-31,2026-02-03,10.0,0,5.93,4.31,0.56,True,4,1,2.14,71.07,417.58,403.8,13.779999999999973,user_004,2026-01-31,delivered,briefing,JIRA-74923,false,v3,3,0.032999664734901034,0.7268128161888702,0.36087689713322096,68.09443507588533,70.41821247892074,8.07,1.7075588599752134,3,0.3,medium_high
T01756,Client_F,P054,low,Design,ticket,junior,4,3.0,high,0,fixed,2025-10-02,2025-10-09,3.0,1,8.02,3.79,0.4,True,5,4,3.91,49.932601560484834,774.51,344.65,429.86,user_070,2025-10-08,in_progress,qa,JIRA-84282,false,v2,7,0.5550089734154497,0.472568578553616,0.4875311720698255,42.97381546134663,96.57231920199501,11.93,36.031852472757755,7,2.3333333333333335,medium_high
T01757,Client_C,P058,mid,Media,release,mid,3,1.0,high,0,hourly,2026-03-25,2026-03-26,5.0,0,23.85,16.48,0.37,True,6,1,0.0,55.37,351.03,1139.18,-788.1500000000001,user_032,2026-03-29,draft,execution,JIRA-67626,false,v4,1,-2.245249693758369,0.6909853249475891,0.0,47.764360587002095,14.71823899371069,23.85,-33.0461215932914,1,0.2,low_medium
T01758,Client_E,P054,high,Media,design,mid,1,3.0,medium,1,hourly,2026-01-14,2026-01-22,7.0,1,5.12,3.36,0.16,False,1,0,2.23,55.82,339.07,158.56,180.51,user_038,2026-01-15,review,briefing,JIRA-23976,true,v4,8,0.5323679476214351,0.65625,0.435546875,30.96875,66.224609375,7.35,24.559183673469388,8,1.1428571428571428,low
T01759,Client_A,P008,mid,Content,article,junior,1,2.0,low,0,hourly,2026-05-20,2026-05-25,7.0,0,6.52,5.29,0.23,True,0,0,2.11,53.52,698.79,322.17,376.62,user_038,2026-05-27,delivered,finalized,JIRA-66394,false,v3,5,0.5389602026359851,0.8113496932515338,0.3236196319018405,49.41257668711657,107.17638036809817,8.629999999999999,43.64078794901507,5,0.7142857142857143,low_medium
T01760,Client_A,P020,low,Content,ad,junior,1,4.0,low,0,hourly,2025-11-07,2025-11-13,3.0,1,5.2,4.48,0.27,True,4,1,1.04,73.2,478.61,291.85,186.76,user_082,2025-11-09,in_progress,finalized,JIRA-91149,false,v2,6,0.390213326090136,0.8615384615384616,0.2,56.125,92.04038461538461,6.24,29.929487179487175,6,2.0,low_medium
T01761,Client_C,P031,mid,Design,ticket,mid,5,5.0,medium,1,fixed,2025-10-07,2025-10-12,5.0,0,8.19,5.56,0.75,True,4,3,3.65,55.64,837.23,666.72,170.51,user_088,2025-10-10,in_progress,client_review,JIRA-97216,true,v2,5,0.203659687302175,0.6788766788766789,0.4456654456654457,81.40659340659342,102.22588522588524,11.84,14.401182432432432,5,1.0,high
T01762,Client_F,P038,mid,Design,design,mid,3,3.0,high,0,hourly,2025-12-25,2025-12-31,7.0,0,13.68,9.68,0.27,True,5,1,1.34,79.33,496.66,653.35,-156.69,user_073,2025-12-25,draft,finalized,JIRA-71802,false,v1,6,-0.3154874562074659,0.7076023391812866,0.09795321637426901,47.75950292397661,36.30555555555556,15.02,-10.432090545938749,6,0.8571428571428571,low_medium
T01763,Client_B,P001,mid,SEO,ticket,senior,4,3.0,low,0,hourly,2026-03-19,2026-03-24,7.0,0,9.95,4.18,0.04,False,3,2,1.53,63.29,553.2,776.41,-223.20999999999992,user_082,2026-03-20,delivered,briefing,,false,v2,5,-0.40348879248011554,0.4201005025125628,0.15376884422110554,78.03115577889447,55.59798994974875,11.479999999999999,-19.443379790940764,5,0.7142857142857143,low
T01764,Client_H,P029,high,SEO,release,junior,3,5.0,high,0,fixed,2026-02-22,2026-02-27,2.0,1,20.33,10.44,0.08,False,1,1,1.53,76.10749502888925,2057.96,1054.32,1003.64,user_030,2026-02-25,in_progress,qa,JIRA-13476,unknown,final,5,0.4876868355070069,0.5135268076733891,0.07525823905558289,51.86030496802755,101.22774225282835,21.86,45.91216834400732,5,2.5,low
T01765,Client_G,P008,low,Content,design,mid,4,3.0,low,0,value_based,2026-05-21,2026-05-24,3.0,0,18.39,12.65,0.41,True,2,0,3.41,63.54,1394.49,1461.76,-67.26999999999998,user_009,2026-05-26,delivered,client_review,JIRA-45309,true,final,3,-0.04823985829944996,0.687873844480696,0.1854268624252311,79.48667754214246,75.82871125611746,21.8,-3.0857798165137607,3,1.0,medium_high
T01766,Client_B,P036,high,Media,design,junior,4,4.0,high,0,hourly,2025-09-19,2025-09-24,3.0,1,10.76,7.59,0.29,True,6,3,1.65,51.91,884.91,403.09,481.82,user_019,2025-09-23,blocked,execution,JIRA-73822,false,v2,5,0.5444847498615678,0.7053903345724907,0.1533457249070632,37.46189591078067,82.2407063197026,12.41,38.82514101531023,5,1.6666666666666667,low_medium
T01767,Client_G,P035,mid,SEO,report,mid,4,4.0,low,0,value_based,2025-12-20,2025-12-28,10.0,0,8.42,7.74,0.58,True,3,0,2.73,64.7,1854.97,438.96,1416.01,user_023,2025-12-29,archived,finalized,JIRA-14135,true,v1,8,0.7633600543405015,0.9192399049881236,0.32422802850356297,52.13301662707838,220.30522565320666,11.15,126.99641255605381,8,0.8,medium_high
T01768,Client_E,P015,high,Content,design,junior,3,5.0,high,0,hourly,2026-03-18,2026-03-23,2.0,1,8.64,6.63,0.61,True,2,1,2.23,77.37,512.8,497.12,15.67999999999995,user_081,2026-03-26,in_progress,briefing,JIRA-75389,true,v2,5,0.030577223088923463,0.767361111111111,0.25810185185185186,57.53703703703703,59.35185185185184,10.870000000000001,1.442502299907999,5,2.5,high
T01769,Client_E,P038,low,Design,report,junior,3,4.0,low,0,value_based,2026-05-01,2026-05-05,5.0,0,12.49,9.7,0.36,True,4,1,0.91,68.91,858.67,553.94,304.7299999999999,user_066,2026-05-09,archived,execution,JIRA-60316,false,v3,4,0.3548860446970314,0.77662129703763,0.07285828662930345,44.350680544435555,68.74859887910328,13.4,22.741044776119395,4,0.8,low_medium
T01770,Client_F,P025,mid,Content,report,junior,2,3.0,low,0,fixed,2025-09-20,2025-09-24,5.0,0,5.8,5.19,0.39,True,6,1,1.05,75.13,4088.0,196.52,3891.48,user_033,2025-09-26,delivered,client_review,JIRA-33741,true,final,4,0.9519275929549902,0.8948275862068966,0.1810344827586207,33.88275862068966,704.8275862068966,6.85,568.0992700729927,4,0.8,low_medium
T01771,Client_B,P016,low,Media,report,senior,4,4.0,medium,1,fixed,2025-10-04,2025-10-07,3.0,0,13.05,9.18,0.45,True,5,1,2.42,59.0,1425.42,903.05,522.3700000000001,user_056,2025-10-09,in_progress,qa,JIRA-85983,false,v1,3,0.3664674271442803,0.7034482758620689,0.1854406130268199,69.19923371647509,109.22758620689655,15.47,33.7666451195863,3,1.0,medium_high
T01772,Client_B,P025,mid,Content,article,mid,3,4.0,high,0,hourly,2026-01-14,2026-01-19,10.0,0,5.73,4.53,0.78,True,2,1,4.43,74.72,538.64,407.4,131.24,user_113,2026-01-16,in_progress,client_review,JIRA-95944,true,v2,5,0.24365067577602853,0.7905759162303665,0.7731239092495636,71.09947643979056,94.00349040139615,10.16,12.91732283464567,5,0.5,high
T01773,Client_C,P028,low,Content,release,junior,4,2.0,low,0,fixed,2026-03-15,2026-03-21,3.0,1,33.61,13.71,0.57,True,2,3,4.44,51.67,1634.35,1845.85,-211.5,user_026,2026-03-20,delivered,finalized,JIRA-24985,false,v3,6,-0.12940924526570197,0.40791431121689975,0.13210354061291285,54.919666765843495,48.62689675691758,38.05,-5.558475689881735,6,2.0,medium_high
T01774,Client_G,P007,high,Design,ad,senior,3,4.0,medium,0,hourly,2026-04-10,2026-04-15,10.0,0,7.5,6.7,0.16,False,4,0,0.0,57.09,656.49,4512.651356532679,-3856.161356532679,user_097,2026-04-11,delivered,execution,,true,v1,5,-5.873907228644273,0.8933333333333333,0.0,601.6868475376905,87.532,7.5,-514.1548475376906,5,0.5,low
T01775,Client_F,P038,mid,SEO,design,mid,2,4.0,medium,0,value_based,2025-07-07,2025-07-10,7.0,0,12.35,8.0,0.215,True,2,1,1.27,61.7,1623.55,918.62,704.93,user_114,2025-07-10,in_progress,qa,JIRA-46299,true,v4,3,0.4341905084536971,0.6477732793522267,0.102834008097166,74.38218623481782,131.46153846153845,13.62,51.75697503671072,3,0.42857142857142855,low_medium
T01776,Client_A,P026,mid,Media,ticket,junior,4,3.0,low,0,hourly,2025-09-14,2025-09-20,5.0,1,5.4,3.42,0.07,False,5,2,2.06,62.81,396.28,238.06,158.21999999999997,user_116,2025-09-19,delivered,finalized,JIRA-93149,false,v3,6,0.3992631472696073,0.6333333333333333,0.3814814814814815,44.08518518518518,73.38518518518518,7.460000000000001,21.209115281501333,6,1.2,low
T01777,Client_B,P014,high,Design,release,mid,1,2.0,medium,0,fixed,2025-07-16,2025-07-20,7.0,0,20.71,15.1,0.12,False,5,1,1.68,71.77,1015.19,914.1,101.09000000000005,user_087,2025-07-16,in_progress,execution,JIRA-67433,false,v3,4,0.09957741900530939,0.7291163689039111,0.08112023177209077,44.13809753742154,49.01931434089812,22.39,4.514962036623494,4,0.5714285714285714,low
T01778,Client_B,P002,high,Media,ad,senior,3,4.0,low,1,hourly,2025-11-05,2025-11-10,2.0,1,10.26,9.06,0.11,False,4,2,3.32,63.133892936779695,953.0,1056.74,-103.74,user_084,2025-11-13,in_progress,client_review,JIRA-70529,true,final,5,-0.10885624344176285,0.8830409356725147,0.3235867446393762,102.99610136452242,92.8849902534113,13.58,-7.639175257731958,5,2.5,low
T01779,Client_E,P039,mid,Design,design,senior,2,3.0,medium,0,fixed,2025-12-25,2025-12-31,7.0,0,6.45,3.7,0.45,True,2,0,2.01,81.81,902.19,576.27,325.9200000000001,user_090,2026-01-01,in_progress,finalized,JIRA-17919,unknown,v1,6,0.3612542812489609,0.5736434108527132,0.31162790697674414,89.34418604651162,139.87441860465117,8.46,38.52482269503547,6,0.8571428571428571,medium_high
T01780,Client_F,P027,high,Design,report,mid,3,2.0,high,0,fixed,2026-04-15,2026-04-21,7.0,0,19.44,15.02,0.3,True,4,0,8.79,71.97,1446.11,1470.99,-24.88000000000011,user_017,2026-04-21,in_progress,finalized,JIRA-90074,unknown,v1,6,-0.017204776953343874,0.772633744855967,0.45216049382716045,75.6682098765432,74.3883744855967,28.23,-0.8813319164009957,6,0.8571428571428571,low_medium
T01781,Client_H,P047,high,SEO,ad,senior,2,4.0,low,0,hourly,2026-04-30,2026-05-04,10.0,0,3.64,3.35,0.49,True,3,0,1.15,76.43,267.94,183.13,84.81,user_077,2026-05-06,in_progress,qa,JIRA-29603,true,v2,4,0.31652608793013365,0.9203296703296703,0.3159340659340659,50.310439560439555,73.6098901098901,4.79,17.70563674321503,4,0.4,medium_high
T01782,Client_H,P001,mid,Media,report,mid,2,5.0,high,0,hourly,2025-08-04,2025-08-07,2.0,1,8.76,4.01,0.46,True,4,0,1.34,86.81,507.15,525.92,-18.769999999999985,user_017,2025-08-08,draft,execution,JIRA-21699,true,v1,3,-0.03701074632751648,0.45776255707762553,0.15296803652968038,60.03652968036529,57.89383561643835,10.1,-1.858415841584157,3,1.5,medium_high
T01783,Client_F,P011,low,Content,article,junior,3,1.0,high,1,fixed,2026-01-29,2026-02-04,10.0,0,12.49,8.71,0.55,True,6,0,8.1,59.7,823.38,709.03,114.35000000000002,user_040,2026-02-06,in_progress,execution,JIRA-68293,true,v2,6,0.13887876800505236,0.6973578863090473,0.6485188150520416,56.76781425140112,65.92313851080864,20.59,5.553666828557553,6,0.6,medium_high
T01784,Client_D,P021,high,Content,ad,junior,3,2.0,medium,0,hourly,2025-08-22,2025-08-27,5.0,0,10.69,7.05,0.46,True,2,3,5.25,50.79,747.69,581.32,166.37,user_007,2025-08-30,delivered,briefing,JIRA-16192,true,v1,5,0.2225120036378713,0.6594948550046773,0.4911131898971001,54.3797942001871,69.94293732460244,15.94,10.437264742785446,5,1.0,medium_high
T01785,Client_F,P019,high,SEO,report,junior,2,3.0,medium,0,hourly,2026-04-24,2026-05-01,2.0,1,6.58,3.48,0.355,True,3,1,0.89,71.77,426.09,331.35,94.73999999999997,user_119,2026-05-01,delivered,finalized,JIRA-99300,true,v3,7,0.22234739139618384,0.5288753799392097,0.135258358662614,50.35714285714286,64.75531914893617,7.47,12.682730923694775,7,3.5,low_medium
T01786,Client_D,P042,high,Design,article,mid,2,1.0,medium,0,hourly,2025-11-19,2025-11-24,3.0,1,20.14,12.86,0.36,True,6,0,4.39,60.86,1134.96,1347.59,-212.62999999999988,user_087,2025-11-25,in_progress,qa,JIRA-81244,true,final,5,-0.18734580954394858,0.6385302879841112,0.217974180734856,66.9111221449851,56.353525322740815,24.53,-8.668161434977574,5,1.6666666666666667,low_medium
T01787,Client_C,P052,high,Media,article,senior,3,4.0,high,1,hourly,2025-09-03,2025-09-07,5.0,0,14.54,8.29,0.11,False,3,2,6.81,62.84,800.32,1531.82,-731.4999999999999,user_036,2025-09-05,review,qa,,false,final,4,-0.9140093962415032,0.5701513067400275,0.468363136176066,105.35213204951857,55.042640990371396,21.349999999999998,-34.26229508196721,4,0.8,low
T01788,Client_H,P058,mid,Design,dev,mid,2,4.0,medium,0,fixed,2025-07-02,2025-07-05,10.0,0,7.86,7.47,0.44,True,1,1,0.76,89.51,1131.08,616.8,514.28,user_009,2025-07-09,draft,finalized,JIRA-92662,unknown,v4,3,0.4546804823708314,0.950381679389313,0.09669211195928754,78.47328244274809,143.9033078880407,8.620000000000001,59.66125290023201,3,0.3,medium_high
T01789,Client_F,P012,low,SEO,release,mid,4,3.0,high,0,fixed,2025-12-30,2026-01-02,7.0,0,25.1,13.97,0.33,True,5,0,4.32,69.6,1744.96,1767.2,-22.24000000000001,user_018,2026-01-01,review,execution,JIRA-18841,true,v2,3,-0.012745277828718142,0.5565737051792828,0.17211155378486057,70.40637450199203,69.5203187250996,29.42,-0.7559483344663497,3,0.42857142857142855,low_medium
T01790,Client_F,P025,mid,Design,ad,mid,2,3.0,low,0,value_based,2026-02-09,2026-02-14,2.0,1,8.07,4.65,0.14,False,0,1,1.25,86.75,592.39,562.28,30.110000000000014,user_032,2026-02-13,delivered,qa,JIRA-52912,unknown,v3,5,0.0508280018231233,0.5762081784386618,0.15489467162329615,69.67534076827756,73.40644361833952,9.32,3.2306866952789712,5,2.5,low
T01791,Client_D,P010,low,Media,release,senior,4,5.0,low,0,fixed,2025-10-10,2025-10-13,5.0,0,12.22,7.99,0.16,False,5,0,1.19,78.58,1404.4,1029.46,374.94000000000005,user_010,2025-10-18,in_progress,execution,JIRA-98034,false,v2,3,0.26697522073483343,0.6538461538461539,0.09738134206219312,84.24386252045826,114.92635024549918,13.41,27.959731543624166,3,0.6,low
T01792,Client_A,P025,mid,Media,article,senior,3,4.0,high,0,fixed,2026-02-05,2026-02-07,5.0,0,13.304117647058822,9.03,0.59,True,7,0,2.8,92.91,1122.32,829.37,292.94999999999993,user_104,2026-02-11,in_progress,finalized,JIRA-29693,false,final,2,0.261021811960938,0.6787372330547818,0.21046115753636646,62.33934650926295,84.3588451165053,16.10411764705882,18.190999744310915,2,0.4,medium_high
T01793,Client_G,P017,low,Media,report,junior,3,4.0,medium,0,value_based,2025-08-26,2025-08-30,5.0,0,16.84,9.89,0.2,True,5,2,1.64,59.66,1334.47,789.66,544.8100000000001,user_063,2025-09-02,draft,client_review,JIRA-62618,true,v1,4,0.40825945881136333,0.58729216152019,0.09738717339667458,46.89192399049881,79.24406175771972,18.48,29.48106060606061,4,0.8,low_medium
T01794,Client_D,P030,high,SEO,release,mid,1,3.0,medium,0,hourly,2026-05-10,2026-05-17,10.0,0,9.52,2.05,0.26,True,0,0,0.0,68.07,467.22,450.82,16.400000000000034,user_045,2026-05-13,review,finalized,,true,v4,7,0.03510123710457607,0.2153361344537815,0.0,47.35504201680673,49.07773109243698,9.52,1.7226890756302558,7,0.7,low_medium
T01795,Client_C,P017,high,Design,design,senior,5,3.0,high,1,fixed,2025-08-12,2025-08-17,7.0,0,11.02,7.26,0.51,True,4,4,17.81,45.17505431227275,1760.81,1129.9,630.9099999999999,user_031,2025-08-14,delivered,qa,JIRA-74216,false,v3,5,0.35830668839908897,0.6588021778584392,1.616152450090744,102.5317604355717,159.7831215970962,28.83,21.883801595560175,5,0.7142857142857143,medium_high
T01796,Client_G,P051,mid,Content,design,junior,4,3.0,low,0,fixed,2026-04-18,2026-04-23,5.0,0,22.12,17.04,0.26,True,5,1,2.29,58.94,276.06,1116.89,-840.8300000000002,user_009,2026-04-26,review,client_review,JIRA-90532,false,v1,5,-3.045823371730784,0.7703435804701627,0.1035262206148282,50.49231464737794,12.48010849909584,24.41,-34.446128635805,5,1.0,low_medium
T01797,Client_E,P030,mid,Content,dev,senior,5,4.0,high,0,hourly,2025-07-10,2025-07-14,3.0,1,12.29,6.31,0.35,True,5,1,3.39,100.0,753.12,910.7,-157.58000000000004,user_045,2025-07-15,delivered,client_review,JIRA-73986,true,v1,4,-0.20923624389207568,0.5134255492270139,0.27583401139137514,74.10089503661514,61.279088689991866,15.68,-10.049744897959187,4,1.3333333333333333,low_medium
T01798,Client_H,P055,mid,SEO,ad,junior,4,2.0,medium,0,hourly,2026-03-23,2026-03-25,2.0,0,12.79,7.42,0.65,True,6,4,1.82,52.54,983.99,639.04,344.95000000000005,user_013,2026-03-23,review,qa,JIRA-21723,false,v2,2,0.35056250571652153,0.5801407349491791,0.1422986708365911,49.96403440187647,76.93432369038312,14.61,23.610540725530463,2,1.0,high
T01799,Client_B,P036,low,Design,ticket,senior,5,5.0,medium,0,hourly,2025-07-20,2025-07-22,5.0,0,8.41,3.32,0.35,True,1,0,0.0,73.53,326.34,537.9,-211.56,user_033,2025-07-20,delivered,execution,JIRA-72899,false,v3,2,-0.6482809339952198,0.39476813317479187,0.0,63.95957193816884,38.803804994054694,8.41,-25.15576694411415,2,0.4,low_medium
T01800,Client_C,P051,high,Content,design,mid,4,3.0,low,0,value_based,2025-08-01,2025-08-01,7.0,0,10.74,5.93,0.41,True,5,3,1.76,70.74,2474.37,721.93,1752.44,user_118,2025-08-09,in_progress,execution,JIRA-34055,unknown,v2,0,0.7082368441259796,0.5521415270018621,0.16387337057728119,67.21880819366852,230.38826815642457,12.5,140.1952,0,0.0,medium_high
T01801,Client_D,P024,mid,Design,article,senior,5,3.0,low,0,hourly,2026-01-15,2026-01-19,2.0,1,9.55,7.42,0.29,True,4,1,2.55,89.77,663.91,566.68,97.23000000000002,user_090,2026-01-15,delivered,client_review,JIRA-78339,true,final,4,0.14645057311985063,0.7769633507853403,0.26701570680628267,59.33821989528795,69.51937172774868,12.100000000000001,8.035537190082644,4,2.0,low_medium
T01802,Client_D,P035,mid,Design,report,mid,2,1.0,medium,0,hourly,2026-03-22,2026-03-26,5.0,0,12.31,6.52,0.59,True,1,0,5.33,66.59,833.06,900.17,-67.11000000000001,user_032,2026-03-30,in_progress,briefing,,false,v3,4,-0.08055842316279742,0.529650690495532,0.4329813160032494,73.1251015434606,67.67343623070674,17.64,-3.8044217687074835,4,0.8,medium_high
T01803,Client_D,P015,mid,Content,ticket,senior,2,4.0,medium,0,hourly,2026-05-11,2026-05-17,7.0,0,7.67,6.75,0.23,True,2,0,1.11,81.14,887.56,621.63,265.92999999999995,user_025,2026-05-17,blocked,execution,JIRA-43296,true,final,6,0.29961918067510923,0.8800521512385919,0.14471968709256847,81.04693611473273,115.71838331160365,8.78,30.2881548974943,6,0.8571428571428571,low_medium
T01804,Client_A,P029,mid,Content,release,junior,5,2.0,high,0,hourly,2025-10-13,2025-10-17,5.0,0,23.64,13.58,0.5,True,3,1,6.6,68.53,1350.75,1144.14,206.6099999999999,user_013,2025-10-15,draft,briefing,,unknown,v1,4,0.15295946696279838,0.5744500846023689,0.27918781725888325,48.39847715736041,57.138324873096444,30.240000000000002,6.832341269841266,4,0.8,medium_high
T01805,Client_B,P052,high,SEO,ticket,junior,4,1.0,medium,0,hourly,2025-07-18,2025-07-20,2.0,0,9.88,4.27,0.54,True,4,0,5.67,71.61,395.85,540.33,-144.48000000000002,user_017,2025-07-26,in_progress,finalized,JIRA-90576,true,v1,2,-0.3649867374005305,0.4321862348178137,0.5738866396761133,54.68927125506073,40.06578947368421,15.55,-9.291318327974277,2,1.0,medium_high
T01806,Client_B,P011,high,Content,design,mid,4,3.0,high,1,hourly,2026-02-16,2026-02-21,10.0,0,20.56,13.66,0.39,True,3,3,4.22,67.32,1802.2,965.32,836.88,user_017,2026-02-21,delivered,client_review,JIRA-98917,false,v3,5,0.4643657751636888,0.6643968871595332,0.20525291828793774,46.951361867704286,87.65564202334632,24.779999999999998,33.77239709443099,5,0.5,low_medium
T01807,Client_H,P022,mid,Design,report,senior,5,3.0,low,0,hourly,2026-01-19,2026-01-23,7.0,0,17.98,6.4,0.14,False,3,3,1.47,58.11,817.2,1221.89,-404.69000000000005,user_116,2026-01-23,in_progress,qa,JIRA-10330,true,final,4,-0.4952153695545766,0.3559510567296997,0.08175750834260288,67.95828698553949,45.45050055617353,19.45,-20.80668380462725,4,0.5714285714285714,low
T01808,Client_D,P030,high,SEO,report,mid,3,5.0,medium,1,fixed,2025-12-23,2025-12-29,7.0,0,12.38,12.38,0.15,False,2,1,1.04,73.59,1240.35,618.96,621.3899999999999,user_097,2025-12-24,in_progress,briefing,,false,v2,6,0.500979562220341,1.0,0.0840064620355412,49.996768982229405,100.1898222940226,13.420000000000002,46.30327868852457,6,0.8571428571428571,low
T01809,Client_A,P028,mid,Media,ad,senior,3,1.0,medium,0,value_based,2025-12-11,2025-12-15,7.0,0,7.97,7.97,0.38,True,2,0,0.0,75.96,557.54,721.98,-164.44000000000003,user_053,2025-12-15,in_progress,finalized,JIRA-53886,false,v4,4,-0.2949384797503319,1.0,0.0,90.58720200752823,69.95483061480552,7.97,-20.632371392722714,4,0.5714285714285714,low_medium
T01810,Client_B,P058,low,SEO,report,junior,1,4.0,medium,0,fixed,2025-09-20,2025-09-27,5.0,1,17.11,11.61,0.16,False,1,1,1.86,80.72,613.94,6949.468709458119,-6335.528709458118,user_054,2025-09-21,archived,execution,JIRA-69989,false,v4,7,-10.31945908306694,0.6785505552308592,0.10870835768556401,406.16415601742364,35.88194038573934,18.97,-333.97621030353815,7,1.4,low
T01811,Client_H,P040,high,Content,article,mid,5,2.0,medium,0,hourly,2026-03-29,2026-04-01,2.0,1,11.51,6.12,0.58,True,9,4,5.26,46.38,528.8,664.46,-135.66000000000008,user_031,2026-04-02,in_progress,qa,JIRA-45851,unknown,v2,3,-0.2565431164901666,0.5317115551694179,0.4569939183318853,57.72893136403128,45.94265855777584,16.77,-8.089445438282652,3,1.5,medium_high
T01812,Client_A,P016,mid,Media,ticket,mid,2,4.0,medium,0,fixed,2026-03-22,2026-03-29,2.0,1,3.21,1.17,0.39,True,2,1,0.83,49.53,512.36,181.12,331.24,user_032,2026-03-25,delivered,qa,JIRA-78573,true,final,7,0.6464985557030213,0.3644859813084112,0.2585669781931464,56.42367601246106,159.61370716510905,4.04,81.99009900990099,7,3.5,low_medium
T01813,Client_H,P017,mid,Media,dev,junior,2,4.0,medium,0,value_based,2026-03-01,2026-03-03,2.0,0,12.07,7.9,0.24,True,4,0,1.25,71.38,1115.5,654.89,460.61,user_001,2026-03-02,in_progress,finalized,JIRA-98079,false,v3,2,0.41291797400268937,0.6545153272576636,0.1035625517812759,54.257663628831814,92.4192212096106,13.32,34.580330330330334,2,1.0,low_medium
T01814,Client_F,P024,high,SEO,dev,mid,3,2.0,medium,0,hourly,2025-12-22,2025-12-26,3.0,1,10.47,5.95,0.3,True,2,1,3.44,69.15,518.29,503.8,14.489999999999952,user_023,2025-12-25,delivered,qa,,false,v2,4,0.027957321190839015,0.5682903533906399,0.32855778414517667,48.11843361986628,49.50238777459407,13.91,1.04169662113587,4,1.3333333333333333,low_medium
T01815,Client_B,P057,high,Content,report,mid,1,1.0,medium,0,hourly,2026-03-17,2026-03-19,10.0,0,11.8,10.1,0.27,True,2,0,1.72,74.99,854.48,683.47,171.01,user_070,2026-03-23,delivered,client_review,JIRA-42564,false,final,2,0.20013341447430014,0.8559322033898304,0.14576271186440676,57.921186440677964,72.41355932203389,13.520000000000001,12.648668639053252,2,0.2,low_medium
T01816,Client_A,P027,low,Design,article,senior,5,4.0,medium,0,hourly,2025-11-11,2025-11-17,5.0,1,14.47,10.13,0.04,False,2,2,1.13,61.84,762.63,813.49,-50.860000000000014,user_087,2025-11-14,in_progress,execution,,true,v1,6,-0.06669026920000526,0.7000691085003455,0.07809260539046302,56.21907394609537,52.704215618521076,15.600000000000001,-3.2602564102564107,6,1.2,low
T01817,Client_A,P061,mid,SEO,design,mid,3,5.0,high,0,fixed,2026-04-17,2026-04-23,5.0,1,15.95,12.28,0.06,False,3,0,2.83,64.21,1035.88,956.21,79.67000000000007,user_019,2026-04-26,in_progress,qa,JIRA-23616,false,v3,6,0.07691045294821801,0.7699059561128526,0.1774294670846395,59.95047021943574,64.94545454545455,18.78,4.242279020234295,6,1.2,low
T01818,Client_E,P057,low,Media,report,junior,4,4.0,medium,0,hourly,2025-09-14,2025-09-19,3.0,1,13.38,10.36,0.66,True,2,3,0.0,53.06,1076.48,510.42,566.06,user_096,2025-09-14,blocked,execution,JIRA-55166,true,v4,5,0.5258434898929845,0.7742899850523168,0.0,38.147982062780265,80.45440956651719,13.38,42.30642750373691,5,1.6666666666666667,high
